tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.01,1,10,0.01,0.0,0.001,0.00026529550086706877,17,0.434
0.01,1,10,0.01,0.0,0.0001,0.0002592775854282081,10,0.327
0.01,1,10,0.01,0.2,0.01,0.00034089823020622134,1,0.185
0.01,1,10,0.01,0.2,0.001,0.00031547018443234265,13,0.382
0.01,1,10,0.01,0.2,0.0001,0.0003113853745162487,5,0.251
0.01,1,10,0.001,0.0,0.01,0.0003096107393503189,11,0.342
0.01,1,10,0.001,0.0,0.001,0.0003309782186988741,15,0.404
0.01,1,10,0.001,0.0,0.0001,0.00029764819191768765,15,0.404
0.01,1,10,0.001,0.2,0.01,0.0003670560836326331,12,0.361
0.01,1,10,0.001,0.2,0.001,0.0003632187726907432,21,0.521
0.01,1,10,0.001,0.2,0.0001,0.00039482791908085346,18,0.467
0.01,1,10,0.0001,0.0,0.01,0.0003489594964776188,36,0.735
0.01,1,10,0.0001,0.0,0.001,0.0004064846725668758,11,0.344
0.01,1,10,0.0001,0.0,0.0001,0.00042192047112621367,11,0.337
0.01,1,10,0.0001,0.2,0.01,0.0003789910697378218,94,1.737
0.01,1,10,0.0001,0.2,0.001,0.0023047004360705614,1,0.186
0.01,1,10,0.0001,0.2,0.0001,0.002314882818609476,1,0.181
0.01,5,1,0.01,0.0,0.01,0.0003600490454118699,11,0.574
0.01,5,1,0.01,0.0,0.001,0.00036148878280073404,11,0.568
0.01,5,1,0.01,0.0,0.0001,0.0003639179340098053,11,0.583
0.01,5,1,0.01,0.2,0.01,0.0002611356903798878,28,1.131
0.01,5,1,0.01,0.2,0.001,0.00026843041996471584,28,1.144
0.01,5,1,0.01,0.2,0.0001,0.00027114865952171385,28,1.176
0.01,5,1,0.001,0.0,0.01,0.0002719302719924599,4,0.382
0.01,5,1,0.001,0.0,0.001,0.00027273318846710026,3,0.355
0.01,5,1,0.001,0.0,0.0001,0.0002729342086240649,3,0.353
0.01,5,1,0.001,0.2,0.01,0.00027093509561382234,4,0.421
0.01,5,1,0.001,0.2,0.001,0.00027109458460472524,4,0.421
0.01,5,1,0.001,0.2,0.0001,0.0002711663255468011,4,0.416
0.01,5,1,0.0001,0.0,0.01,0.00026137090753763914,34,1.203
0.01,5,1,0.0001,0.0,0.001,0.00026135690859518945,34,1.205
0.01,5,1,0.0001,0.0,0.0001,0.00026135414373129606,34,1.209
0.01,5,1,0.0001,0.2,0.01,0.0002613820252008736,34,1.309
0.01,5,1,0.0001,0.2,0.001,0.00026136107044294477,34,1.32
0.01,5,1,0.0001,0.2,0.0001,0.0002613578108139336,34,1.333
0.01,5,5,0.01,0.0,0.01,0.0002612815878819674,2,0.335
0.01,5,5,0.01,0.0,0.001,0.00026116945082321763,9,0.54
0.01,5,5,0.01,0.0,0.0001,0.0002737815957516432,16,0.717
0.01,5,5,0.01,0.2,0.01,0.00031615348416380584,9,0.59
0.01,5,5,0.01,0.2,0.001,0.0002737274917308241,21,0.951
0.01,5,5,0.01,0.2,0.0001,0.00032424560049548745,9,0.583
