tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.1,1,5,0.0001,0.2,0.001,0.0023640345316380262,9,0.325
0.1,1,5,0.0001,0.2,0.0001,0.0023487627040594816,9,0.324
0.1,1,10,0.01,0.0,0.01,0.001521170837804675,6,0.26
0.1,1,10,0.01,0.0,0.001,0.0015145025681704283,5,0.243
0.1,1,10,0.01,0.0,0.0001,0.0015345605788752437,2,0.198
0.1,1,10,0.01,0.2,0.01,0.001524793216958642,5,0.259
0.1,1,10,0.01,0.2,0.001,0.001526326173916459,5,0.257
0.1,1,10,0.01,0.2,0.0001,0.001536451862193644,3,0.22
0.1,1,10,0.001,0.0,0.01,0.0015203264774754643,15,0.412
0.1,1,10,0.001,0.0,0.001,0.0015437002293765545,12,0.358
0.1,1,10,0.001,0.0,0.0001,0.0014950496843084693,25,0.579
0.1,1,10,0.001,0.2,0.01,0.001584415789693594,20,0.512
0.1,1,10,0.001,0.2,0.001,0.0015939576551318169,10,0.335
0.1,1,10,0.001,0.2,0.0001,0.0015735668130218983,10,0.344
0.1,1,10,0.0001,0.0,0.01,0.001697407104074955,24,0.552
0.1,1,10,0.0001,0.0,0.001,0.0016967705450952053,24,0.554
0.1,1,10,0.0001,0.0,0.0001,0.001778787816874683,11,0.341
0.1,1,10,0.0001,0.2,0.01,0.0016876598820090294,103,1.933
0.1,1,10,0.0001,0.2,0.001,0.001669771270826459,103,1.924
